video_id,label,modality,background_music,static_image,voice_over
1BivKH8w7Fo_000082,people cheering,A,False,False,False
1BivKH8w7Fo_000082,people crowd,AV,False,False,False
1BivKH8w7Fo_000082,people screaming,AV,False,False,False
1Bv79-2FK-g_000140,"female speech, woman speaking",AV,True,False,True
1Bv79-2FK-g_000140,"male speech, man speaking",AV,True,False,True
1Bv79-2FK-g_000140,shot football,V,True,False,True
1CGx8zxQFx4_000070,"male speech, man speaking",AV,True,False,False
1CIh0UNxXrI_000050,"male speech, man speaking",AV,False,False,True
1CIh0UNxXrI_000050,opening or closing car doors,AV,False,False,True
1D4LxbOVn1I_000030,dog barking,AV,False,False,True
1D4LxbOVn1I_000030,dog bow-wow,AV,False,False,True
1D4LxbOVn1I_000030,dog growling,AV,False,False,True
1D4LxbOVn1I_000030,"male speech, man speaking",A,False,False,True
1DDBWHBebR4_000050,car engine idling,A,False,False,True
1DDBWHBebR4_000050,"male speech, man speaking",A,False,False,True
1DRZS9_-8C0_000052,ocean burbling,A,False,False,False
1DRZS9_-8C0_000052,scuba diving,A,False,False,False
1DRZS9_-8C0_000052,underwater bubbling,A,False,False,False
1DRZS9_-8C0_000052,whale calling,A,False,False,False
1De-OI8YG-M_000007,thunder,A,False,True,False
1DlGh4su-Ms_000025,"male speech, man speaking",A,False,True,True
1DrrBnFlylU_000000,lip smacking,AV,False,False,False
1ENC2smc8Ig_000030,printer printing,A,False,False,False
1EWkwWXwI1g_000210,"female speech, woman speaking",A,False,False,False
1EWkwWXwI1g_000210,fireworks banging,AV,False,False,False
1EWkwWXwI1g_000210,lighting firecrackers,AV,False,False,False
1ErGsKIlhAI_000051,male singing,AV,True,False,False
1ErGsKIlhAI_000051,playing piano,A,True,False,False
1EuGaYmvlXM_000170,duck quacking,AV,False,False,False
1EuGaYmvlXM_000170,bird squawking,AV,False,False,False
1EuGaYmvlXM_000170,goose honking,A,False,False,False
1EuGaYmvlXM_000170,"male speech, man speaking",AV,False,False,False
1F-jIu9oy6A_000060,"male speech, man speaking",AV,False,False,True
1F-jIu9oy6A_000060,splashing water,AV,False,False,True
1F-jIu9oy6A_000060,swimming,A,False,False,True
1F23RciUwDE_000030,airplane,AV,False,False,False
1F23RciUwDE_000030,"engine accelerating, revving, vroom",AV,False,False,False
1F9zCsJyw6k_000230,car passing by,AV,False,False,False
1F9zCsJyw6k_000230,"male speech, man speaking",AV,False,False,False
1F9zCsJyw6k_000230,police car (siren),AV,False,False,False
1FJvkhl--e0_000825,electric grinder grinding,AV,False,False,False
1FJvkhl--e0_000825,lathe spinning,AV,False,False,False
1FU5odlgLmo_000030,dog barking,V,True,False,False
1FU5odlgLmo_000030,dog bow-wow,V,True,False,False
1FU5odlgLmo_000030,playing banjo,A,True,False,False
1FU5odlgLmo_000030,playing bongo,A,True,False,False
1FU5odlgLmo_000030,playing cello,A,True,False,False
1FU5odlgLmo_000030,playing mandolin,A,True,False,False
1G6wtnmdZhE_000030,"engine accelerating, revving, vroom",AV,True,False,True
1G6wtnmdZhE_000030,"male speech, man speaking",AV,True,False,True
1G6wtnmdZhE_000030,skidding,A,True,False,True
1GDAnA4hAqQ_000105,airplane,AV,False,False,False
1GyO48dbGCI_000000,car engine idling,AV,False,False,False
1GyO48dbGCI_000000,car engine knocking,AV,False,False,False
1I5QQBbZP8g_000150,people cheering,AV,False,False,False
1I5QQBbZP8g_000150,people crowd,AV,False,False,False
1Isq_KJHriU_000016,dog barking,AV,False,False,True
1Isq_KJHriU_000016,dog bow-wow,AV,False,False,True
1Isq_KJHriU_000016,dog baying,AV,False,False,True
1Isq_KJHriU_000016,dog growling,AV,False,False,True
1Isq_KJHriU_000016,dog howling,AV,False,False,True
1Isq_KJHriU_000016,dog whimpering,AV,False,False,True
1Isq_KJHriU_000016,"female speech, woman speaking",A,False,False,True
1Isq_KJHriU_000016,people giggling,A,False,False,True
1JY4rwQZn3s_000011,"donkey, ass braying",AV,False,False,False
1J_j6c2uQaM_000030,"male speech, man speaking",A,False,False,True
1J_j6c2uQaM_000030,raining,AV,False,False,True
1J_j6c2uQaM_000030,thunder,A,False,False,True
1JfwuwHV0hc_000212,"male speech, man speaking",A,False,False,True
1JfwuwHV0hc_000212,volcano explosion,AV,False,False,True
1K1hxgzudsM_000047,sea waves,AV,False,False,False
1KLmIS-v60U_000010,"railroad car, train wagon",AV,False,False,False
1KLmIS-v60U_000010,train horning,AV,False,False,False
1KLmIS-v60U_000010,train wheels squealing,AV,False,False,False
1KiFXylkPpg_000010,playing electronic organ,A,True,True,False
1KiFXylkPpg_000010,playing piano,A,True,True,False
1KpqiBhyP7Q_000008,"female speech, woman speaking",A,False,False,True
1KpqiBhyP7Q_000008,ferret dooking,AV,False,False,True
1KpvQAM14Ic_000030,"female speech, woman speaking",A,False,False,False
1KpvQAM14Ic_000030,people belly laughing,A,False,False,False
1KpvQAM14Ic_000030,splashing water,AV,False,False,False
1KpvQAM14Ic_000030,spraying water,AV,False,False,False
1LA8BxMlXSY_000080,"male speech, man speaking",V,False,False,False
1LPIxPA6-O8_000261,playing erhu,AV,True,False,False
1LTxZ2aNytc_000030,dog barking,AV,False,False,False
1LTxZ2aNytc_000030,dog bow-wow,AV,False,False,False
1LTxZ2aNytc_000030,goat bleating,AV,False,False,False
1LTxZ2aNytc_000030,people belly laughing,A,False,False,False
1LTxZ2aNytc_000030,people sniggering,A,False,False,False
1LTxZ2aNytc_000030,sea lion barking,AV,False,False,False
1LTxZ2aNytc_000030,splashing water,V,False,False,False
1MP3sQTk8wo_000000,dog barking,AV,False,False,False
1MP3sQTk8wo_000000,dog bow-wow,AV,False,False,False
1MP3sQTk8wo_000000,"female speech, woman speaking",A,False,False,False
1MP3sQTk8wo_000000,wind chime,A,False,False,False
1MTKUN3uFrs_000440,cricket chirping,A,False,False,True
1MTKUN3uFrs_000440,fire crackling,AV,False,False,True
1MTKUN3uFrs_000440,lighting firecrackers,AV,False,False,True
1MTKUN3uFrs_000440,"male speech, man speaking",A,False,False,True
1MgcrYdYas0_000030,chainsawing trees,AV,False,False,False
1Mvw2601xRg_000158,"bird chirping, tweeting",AV,False,True,False
1Mvw2601xRg_000158,warbler chirping,AV,False,True,False
1NV87x_JYnQ_000368,fire crackling,AV,False,False,False
1NV87x_JYnQ_000368,strike lighter,AV,False,False,False
1NkUBIl2Plw_000030,goose honking,A,True,False,False
1NkUBIl2Plw_000030,bird squawking,A,True,False,False
1NkUBIl2Plw_000030,raining,AV,True,False,False
1NkUBIl2Plw_000030,sea waves,AV,True,False,False
1NkUBIl2Plw_000030,sloshing water,A,True,False,False
1NkUBIl2Plw_000030,thunder,A,True,False,False
1Nm7UqNx9zs_000061,car passing by,AV,False,False,False
1Nm7UqNx9zs_000061,mouse clicking,A,False,False,False
1O-WeYTRS4w_000370,"cattle, bovinae cowbell",AV,False,False,False
1O-WeYTRS4w_000370,playing drum kit,AV,False,False,False
1OFDyTzUj24_000030,"male speech, man speaking",AV,False,False,True
1OFDyTzUj24_000030,people crowd,V,False,False,True
1OFOElP7bqc_000360,"female speech, woman speaking",AV,False,False,False
1OFOElP7bqc_000360,"male speech, man speaking",AV,False,False,False
1OFOElP7bqc_000360,people crowd,AV,False,False,False
1OFOElP7bqc_000360,people marching,V,False,False,False
1OFOElP7bqc_000360,wind rustling leaves,A,False,False,False
1ON1iLkUPp8_000040,playing vibraphone,A,True,True,False
1OpNI5DjxC0_000030,playing synthesizer,A,False,True,False
1P5FFxXLSpY_000030,car engine starting,AV,False,False,False
1P5FFxXLSpY_000030,"male speech, man speaking",AV,False,False,False
1PPboJuO1Ks_000021,"child speech, kid speaking",A,True,False,True
1PPboJuO1Ks_000021,"female speech, woman speaking",AV,True,False,True
1QBsc_IXg8U_000750,tornado roaring,AV,False,False,False
1QBsc_IXg8U_000750,wind noise,AV,False,False,False
1QtsF8qkX1Y_000070,horse clip-clop,AV,True,False,False
1QtsF8qkX1Y_000070,horse neighing,A,True,False,False
1QtsF8qkX1Y_000070,people running,AV,True,False,False
1QtsF8qkX1Y_000070,playing electronic organ,A,True,False,False
1QtsF8qkX1Y_000070,raining,AV,True,False,False
1QtsF8qkX1Y_000070,thunder,AV,True,False,False
1RAcDEFEszA_000093,chopping food,AV,False,False,False
1RAcDEFEszA_000093,"female speech, woman speaking",AV,False,False,False
1RAcDEFEszA_000093,"male speech, man speaking",AV,False,False,False
1RfdLnNRLfA_000149,sea waves,V,False,False,False
1RhYdQnZ_hw_000030,female singing,AV,True,False,False
1S4SJnWsq1s_000442,"female speech, woman speaking",A,False,False,False
1S4SJnWsq1s_000442,playing hockey,AV,False,False,False
1SBP-Dy8_II_000119,"female speech, woman speaking",A,False,False,True
1SBP-Dy8_II_000119,tornado roaring,AV,False,False,True
1SJFTbu1abo_000042,"bird chirping, tweeting",AV,False,False,False
1SJFTbu1abo_000042,canary calling,AV,False,False,False
1SPu2hsIhDw_000167,people screaming,AV,True,False,False
1SPu2hsIhDw_000167,roller coaster running,AV,True,False,False
1TJrceFMGrU_000114,tractor digging,AV,False,False,False
1TP8JyI5vHI_000030,duck quacking,AV,True,False,False
1TP8JyI5vHI_000030,bird squawking,AV,True,False,False
1TP8JyI5vHI_000030,playing piano,A,True,False,False
1Tg9VvRZN5k_000030,"subway, metro, underground",AV,False,False,False
1Tg9VvRZN5k_000030,train wheels squealing,AV,False,False,False
1Thl21awe2g_000020,"engine accelerating, revving, vroom",AV,False,False,False
1TvSxv6aql8_000430,children shouting,AV,False,False,True
1TvSxv6aql8_000430,"male speech, man speaking",A,False,False,True
1TvSxv6aql8_000430,splashing water,AV,False,False,True
1U38Q2MpYM4_000030,"motorboat, speedboat acceleration",AV,False,False,False
1U38Q2MpYM4_000030,ocean burbling,AV,False,False,False
1U8Y6VifI-M_000050,"female speech, woman speaking",AV,True,False,False
1U8Y6VifI-M_000050,people sneezing,AV,True,False,False
1UNk699Uqto_000030,"bird chirping, tweeting",AV,False,False,False
1UNk699Uqto_000030,bird wings flapping,AV,False,False,False
1UNk699Uqto_000030,goose honking,A,False,False,False
1UNk699Uqto_000030,bird squawking,A,False,False,False
1UXkMZNI5o4_000373,"bird chirping, tweeting",A,False,True,False
1UXkMZNI5o4_000373,wood thrush calling,A,False,True,False
1V-_jMSJR6A_000024,playing trumpet,AV,True,False,False
1Vt6qYw1BnQ_000002,male singing,A,True,False,False
1Vt6qYw1BnQ_000002,playing bongo,AV,True,False,False
1Vt6qYw1BnQ_000002,playing drum kit,AV,True,False,False
1W9fwoe4O-M_000117,child singing,AV,True,False,False
1W9fwoe4O-M_000117,male singing,AV,True,False,False
1W9fwoe4O-M_000117,orchestra,AV,True,False,False
1W9fwoe4O-M_000117,people crowd,V,True,False,False
1WGfcIOLUK8_000030,dog barking,AV,False,False,False
1WGfcIOLUK8_000030,dog bow-wow,AV,False,False,False
1WGfcIOLUK8_000030,dog growling,AV,False,False,False
1WGfcIOLUK8_000030,pig oinking,AV,False,False,False
1XZyIaJT8Lw_000106,cat hissing,AV,False,False,False
1XZyIaJT8Lw_000106,cat meowing,A,False,False,False
1XZyIaJT8Lw_000106,snake hissing,AV,False,False,False
1Xmw9VUzvLY_000150,"bird chirping, tweeting",A,False,False,False
1Xmw9VUzvLY_000150,people coughing,A,False,False,False
1Y2YtG9EX-g_000300,"male speech, man speaking",AV,False,False,False
1Y2YtG9EX-g_000300,thunder,AV,False,False,False
1YFa9CpH7Kc_000180,"cattle, bovinae cowbell",A,True,False,False
1YFa9CpH7Kc_000180,cow lowing,A,True,False,False
1YFa9CpH7Kc_000180,cattle mooing,A,True,False,False
1YFa9CpH7Kc_000180,male singing,A,True,False,False
1YFa9CpH7Kc_000180,playing accordion,A,True,False,False
1YWeSXAXwQE_000030,people burping,AV,False,False,False
1Z9lTtd7ReE_000014,air horn,A,False,False,True
1Z9lTtd7ReE_000014,"male speech, man speaking",A,False,False,True
1Z9lTtd7ReE_000014,people cheering,AV,False,False,True
1Z9lTtd7ReE_000014,people crowd,AV,False,False,True
1Z9lTtd7ReE_000014,playing hockey,AV,False,False,True
1Z9lTtd7ReE_000014,playing lacrosse,AV,False,False,True
1ZgXgyEJSbc_000390,male singing,AV,False,False,False
1ZgXgyEJSbc_000390,playing sitar,AV,False,False,False
1ZgXgyEJSbc_000390,playing tabla,AV,False,False,False
1ZloXG3iHl8_000018,child singing,AV,True,False,False
1ZloXG3iHl8_000018,children shouting,AV,True,False,False
1ZwVoNUvaAE_000000,playing snare drum,AV,False,False,False
1_0T2ZIjWnw_000031,"playing violin, fiddle",AV,True,False,False
1_Q80fDGLRM_000010,dog barking,AV,False,False,True
1_Q80fDGLRM_000010,dog bow-wow,AV,False,False,True
1_Q80fDGLRM_000010,"male speech, man speaking",A,False,False,True
1_Yd3NwpP7M_000210,playing gong,A,False,True,False
1_Yd3NwpP7M_000210,singing bowl,A,False,True,False
1_iqBlxMkBU_000030,printer printing,A,False,False,False
1_v-Kro86Io_000010,playing hammond organ,AV,False,False,False
1_v-Kro86Io_000010,playing harpsichord,AV,False,False,False
1_xoCNmTn3Y_000012,coyote howling,AV,False,False,False
1_xoCNmTn3Y_000012,wind noise,A,False,False,False
1_xoCNmTn3Y_000023,coyote howling,AV,False,False,False
1_yyvTRVoZQ_000002,"alligators, crocodiles hissing",A,True,True,True
1_yyvTRVoZQ_000002,"bird chirping, tweeting",A,True,True,True
1_yyvTRVoZQ_000002,bird squawking,A,True,True,True
1_yyvTRVoZQ_000209,"alligators, crocodiles hissing",AV,False,False,False
1_yyvTRVoZQ_000209,goose honking,A,False,False,False
1_yyvTRVoZQ_000209,bird squawking,A,False,False,False
1_yyvTRVoZQ_000209,underwater bubbling,AV,False,False,False
1a-ODBWMUAE_000030,splashing water,AV,False,False,False
1a-ODBWMUAE_000030,waterfall burbling,AV,False,False,False
1aDnyPubxdY_000118,baby crying,AV,False,False,False
1aexyJH0jU8_000002,blowtorch igniting,AV,False,False,False
1bIH_Qh_clk_000030,frog croaking,AV,True,False,False
1bSLrOlRIB4_000050,door slamming,A,True,False,False
1bSLrOlRIB4_000050,people screaming,AV,True,False,False
1bbyaXEVouE_000030,female singing,AV,False,False,False
1bbyaXEVouE_000030,singing choir,AV,False,False,False
1cneTLKxerM_000167,"male speech, man speaking",A,False,False,True
1cneTLKxerM_000167,snake hissing,AV,False,False,True
1cqcTbDxsHM_000130,playing theremin,AV,False,False,False
1cwGW0cBdRs_000030,playing theremin,AV,True,False,False
1cxvg7qu0G0_000070,fireworks banging,AV,False,False,False
1cxvg7qu0G0_000070,lighting firecrackers,AV,False,False,False
1cxvg7qu0G0_000070,"male speech, man speaking",AV,False,False,False
1dyFP4MGkIM_000030,car passing by,AV,False,False,False
1dyFP4MGkIM_000030,"engine accelerating, revving, vroom",AV,False,False,False
1dyFP4MGkIM_000030,skidding,AV,False,False,False
1eBzpkIY-TY_000198,"female speech, woman speaking",A,False,False,True
1eBzpkIY-TY_000198,snake hissing,AV,False,False,True
1eBzpkIY-TY_000198,snake rattling,A,False,False,True
1f-L1M-S6RQ_000030,"engine accelerating, revving, vroom",AV,False,False,True
1f-L1M-S6RQ_000030,"female speech, woman speaking",A,False,False,True
1f-L1M-S6RQ_000030,"race car, auto racing",AV,False,False,True
1f-s2gYqyh8_000019,"male speech, man speaking",AV,True,False,False
1fJoK95DpaM_000002,"male speech, man speaking",A,True,True,True
1fJoK95DpaM_000002,police radio chatter,AV,True,True,True
1g3n6Zaqid8_000064,"bird chirping, tweeting",AV,False,True,False
1g3n6Zaqid8_000064,black capped chickadee calling,A,False,True,False
1g6sdWOc9k4_000510,stream burbling,AV,False,False,False
1gSwLBNvEWE_000034,playing clarinet,AV,False,False,False
1gSwLBNvEWE_000034,playing oboe,AV,False,False,False
1gWu-9hPzFs_000022,cheetah chirrup,A,False,True,False
1hKSlZZ5T50_000002,chopping wood,AV,False,False,False
1hKSlZZ5T50_000002,wind rustling leaves,V,False,False,False
1hWAOReJehw_000140,playing bongo,AV,True,False,False
1hWAOReJehw_000140,playing tabla,AV,True,False,False
1hknEtsmdOc_000030,car engine starting,AV,False,False,False
1hknEtsmdOc_000030,car passing by,V,False,False,False
1hknEtsmdOc_000030,police radio chatter,A,False,False,False
1hoUEfsTmdE_000030,child singing,AV,True,False,False
1hoUEfsTmdE_000030,female singing,AV,True,False,False
1hrYIADPJ_w_000017,air conditioning noise,AV,False,False,False
1hrYIADPJ_w_000017,wind noise,A,False,False,False
1iP-Y7FDMys_000070,lathe spinning,AV,False,False,False
1ib1pd6mHoE_000001,eletric blender running,AV,False,False,False
1j13NdQiw8c_000030,playing piano,AV,False,False,False
1j13NdQiw8c_000030,playing steelpan,AV,False,False,False
1jHVyPknyhM_000005,elephant trumpeting,A,False,True,False
1jq7zSF_v7s_000140,cupboard opening or closing,AV,False,False,False
1jq7zSF_v7s_000140,"male speech, man speaking",AV,False,False,False
1kTMiyc5eXg_000163,cricket chirping,A,False,False,False
1kzUhDQq8tI_000140,goat bleating,AV,False,False,False
1kzUhDQq8tI_000140,sliding door,AV,False,False,False
1lMCacmGZ8I_000052,"railroad car, train wagon",V,True,True,False
1l_ZPzVPQbQ_000030,"child speech, kid speaking",AV,True,False,False
1l_ZPzVPQbQ_000030,children shouting,AV,True,False,False
1l_ZPzVPQbQ_000030,frog croaking,AV,True,False,False
1mGE3y19p9g_000129,"male speech, man speaking",AV,False,False,False
1mGE3y19p9g_000129,people whispering,AV,False,False,False
1mMqLP36sCQ_000070,"male speech, man speaking",A,False,False,True
1mMqLP36sCQ_000070,striking pool,AV,False,False,True
1mfghenMj_E_000010,fireworks banging,A,False,False,False
1mkIuq3rjUg_000019,playing guiro,AV,True,False,False
1mkIuq3rjUg_000035,playing guiro,AV,True,False,False
1mzzeozuZ6o_000047,"male speech, man speaking",A,False,False,True
1n5uFGk2pnc_000058,"male speech, man speaking",A,False,False,False
1n5uFGk2pnc_000058,playing table tennis,AV,False,False,False
1n6JyJt4kJ4_000018,air horn,A,False,False,False
1n6JyJt4kJ4_000018,train horning,AV,False,False,False
1nUqhH8bAPk_000030,baby babbling,AV,True,False,False
1nUqhH8bAPk_000030,people babbling,AV,True,False,False
1nUqhH8bAPk_000030,child singing,AV,True,False,False
1nUqhH8bAPk_000030,playing acoustic guitar,AV,True,False,False
1nUqhH8bAPk_000030,splashing water,V,True,False,False
1oJAVJPX0YY_000020,"railroad car, train wagon",AV,False,True,False
1o_gJNHZBZs_000110,wind noise,A,False,False,False
1owKdIYYYeg_000000,ocean burbling,A,False,True,False
1owKdIYYYeg_000000,sea waves,A,False,True,False
1p5jl5JeZx8_000117,"female speech, woman speaking",AV,True,False,False
1p5jl5JeZx8_000117,people cheering,AV,True,False,False
1p5jl5JeZx8_000117,people crowd,AV,True,False,False
1pMMz2vm6JE_000002,"male speech, man speaking",AV,False,False,False
1pMMz2vm6JE_000002,ocean burbling,AV,False,False,False
1pMMz2vm6JE_000002,sea waves,AV,False,False,False
1pMMz2vm6JE_000109,car engine idling,AV,True,True,True
1pMMz2vm6JE_000109,"male speech, man speaking",A,True,True,True
1q8kkQhS97g_000140,playing cymbal,AV,True,False,False
1q8kkQhS97g_000140,playing drum kit,AV,True,False,False
1qRi4bT_t3Q_000398,"male speech, man speaking",AV,False,False,True
1qbJxEdgEZs_000054,chicken clucking,AV,False,False,False
1qbJxEdgEZs_000054,chicken crowing,AV,False,False,False
1qh5aSSZrxA_000156,playing cymbal,AV,True,False,False
1qh5aSSZrxA_000156,playing tambourine,AV,True,False,False
1rJWW_KqeAw_000030,playing drum kit,AV,False,False,False
1rJWW_KqeAw_000030,playing snare drum,AV,False,False,False
1rZMNdoEZzw_000078,"bird chirping, tweeting",A,True,True,False
1rZMNdoEZzw_000078,playing piano,A,True,True,False
1rZMNdoEZzw_000078,warbler chirping,A,True,True,False
1roSKWxidVo_000035,bird squawking,AV,False,False,False
1roSKWxidVo_000035,black capped chickadee calling,AV,False,False,False
1roSKWxidVo_000035,"female speech, woman speaking",A,False,False,False
1rpJo68d5Qw_000052,plastic bottle crushing,AV,False,False,False
1sukRxLM77w_000021,lawn mowing,AV,False,False,False
1tC7bTilFWk_000030,cat caterwauling,AV,False,False,False
1tC7bTilFWk_000030,cat hissing,AV,False,False,False
1tn0MJTOprg_000003,machine gun shooting,AV,True,False,True
1tn0MJTOprg_000003,"male speech, man speaking",AV,True,False,True
1tz4xNRRR4M_000010,"male speech, man speaking",AV,True,False,False
1tz4xNRRR4M_000010,playing synthesizer,A,True,False,False
1tz4xNRRR4M_000010,playing vibraphone,A,True,False,False
1tz4xNRRR4M_000010,wind chime,A,True,False,False
1u1orBeV4xI_000428,ripping paper,AV,False,False,False
1uIfP9ipzxY_000058,playing table tennis,AV,False,False,False
1uLkSMHxvZY_000440,"female speech, woman speaking",AV,False,False,False
1uLkSMHxvZY_000440,playing mandolin,A,False,False,False
1uhuVsFGe6E_000050,child singing,AV,True,False,False
1uhuVsFGe6E_000050,"child speech, kid speaking",AV,True,False,False
1uhuVsFGe6E_000050,children shouting,A,True,False,False
1uhuVsFGe6E_000050,male singing,A,True,False,False
1uhuVsFGe6E_000050,"male speech, man speaking",A,True,False,False
1uhuVsFGe6E_000050,playing banjo,A,True,False,False
1veIcvGPRYw_000003,dog barking,A,False,False,False
1veIcvGPRYw_000003,dog bow-wow,A,False,False,False
1veIcvGPRYw_000003,dog growling,AV,False,False,False
1veIcvGPRYw_000003,dog whimpering,AV,False,False,False
1vl0QEz3844_000000,sheep bleating,A,False,False,False
1vrJPFfLMvA_000233,"male speech, man speaking",AV,False,False,False
1vrJPFfLMvA_000233,playing glockenspiel,AV,False,False,False
1vrJPFfLMvA_000233,"playing marimba, xylophone",AV,False,False,False
1vrR6Im_RDo_000030,female singing,AV,False,False,False
1vrR6Im_RDo_000030,people cheering,AV,False,False,False
1vrR6Im_RDo_000030,people clapping,A,False,False,False
1w_iLXQb-9Q_000007,"child speech, kid speaking",AV,False,False,False
1w_iLXQb-9Q_000007,children shouting,AV,False,False,False
1wdCX1HmRyk_000140,hammering nails,AV,False,False,True
1wdCX1HmRyk_000140,"male speech, man speaking",A,False,False,True
1wqJ9KDfcME_000060,playing bass drum,A,False,True,False
1wqJ9KDfcME_000060,playing cymbal,A,False,True,False
1wqJ9KDfcME_000060,playing drum kit,A,False,True,False
1wqJ9KDfcME_000060,playing snare drum,A,False,True,False
1xRNQCP4MbE_000030,child singing,AV,True,False,False
1xRNQCP4MbE_000030,"child speech, kid speaking",A,True,False,False
1xRNQCP4MbE_000030,female singing,AV,True,False,False
1xRNQCP4MbE_000030,"female speech, woman speaking",A,True,False,False
1xRNQCP4MbE_000030,"playing violin, fiddle",A,True,False,False
1xS-iGBR2b8_000014,"donkey, ass braying",AV,False,False,False
1xYpHbg0fEE_000030,child singing,AV,False,False,False
1xYpHbg0fEE_000030,female singing,AV,False,False,False
1xZESfMpi9Q_000156,"female speech, woman speaking",A,False,False,False
1xZESfMpi9Q_000156,"male speech, man speaking",AV,False,False,False
1xZESfMpi9Q_000156,playing badminton,AV,False,False,False
1xhSBniwGbM_000030,male singing,A,False,False,False
1xhSBniwGbM_000030,people crowd,A,False,False,False
1xhSBniwGbM_000030,wind noise,A,False,False,False
1y-PYHnpvZs_000038,ferret dooking,A,False,False,False
1yNBf7QG__4_000016,"child speech, kid speaking",AV,False,False,True
1yNBf7QG__4_000016,horse clip-clop,V,False,False,True
1yNBf7QG__4_000016,"male speech, man speaking",AV,False,False,True
1yfwHkdCucc_000042,"male speech, man speaking",AV,True,False,False
1yfwHkdCucc_000042,people screaming,AV,True,False,False
1yxij2nsbZw_000000,air conditioning noise,AV,False,False,False
1z16oAB1nMk_000140,ambulance siren,A,False,False,False
1z16oAB1nMk_000140,car passing by,AV,False,False,False
1z96Z0DSNlM_000004,"female speech, woman speaking",AV,False,True,True
1z96Z0DSNlM_000004,people sneezing,AV,False,True,True
1z96Z0DSNlM_000004,people whispering,AV,False,True,True
1zQtgRqPHZU_000046,wind noise,A,False,False,False
2-XyCIq8Yp0_000050,child singing,AV,False,True,False
2-XyCIq8Yp0_000050,"child speech, kid speaking",AV,False,True,False
20Qksqlj4dc_000370,playing flute,A,True,False,False
20Qksqlj4dc_000370,"playing marimba, xylophone",A,True,False,False
20Qksqlj4dc_000370,playing oboe,A,True,False,False
20Qksqlj4dc_000370,"playing violin, fiddle",A,True,False,False
20qZLse0acs_000030,dog barking,AV,False,False,False
20qZLse0acs_000030,dog bow-wow,AV,False,False,False
20qZLse0acs_000030,dog howling,AV,False,False,False
21Dc8a8X8qg_000007,"female speech, woman speaking",AV,False,False,False
21Dc8a8X8qg_000007,fire crackling,AV,False,False,False
21Dc8a8X8qg_000007,"male speech, man speaking",AV,False,False,False
21Dc8a8X8qg_000007,people screaming,AV,False,False,False
21I0YiLHzvg_000038,door slamming,AV,False,False,False
21I0YiLHzvg_000038,sliding door,AV,False,False,False
21I0YiLHzvg_000038,"subway, metro, underground",AV,False,False,False
21V-gDHQPsw_000160,"male speech, man speaking",AV,False,False,False
21lu8Iaf9II_000060,"female speech, woman speaking",AV,False,False,False
21lu8Iaf9II_000060,people clapping,AV,False,False,False
21lu8Iaf9II_000060,people finger snapping,AV,False,False,False
22OjhEqCWj8_000042,people cheering,AV,True,False,False
22OjhEqCWj8_000042,people clapping,AV,True,False,False
22OjhEqCWj8_000042,people crowd,A,True,False,False
22OjhEqCWj8_000042,playing tambourine,AV,True,False,False
22gk62Sijnc_000300,car passing by,AV,True,False,True
22gk62Sijnc_000300,"male speech, man speaking",A,True,False,True
22gk62Sijnc_000300,people farting,A,True,False,True
22gk62Sijnc_000300,playing snare drum,A,True,False,True
22gk62Sijnc_000300,"playing violin, fiddle",A,True,False,True
22gk62Sijnc_000300,"race car, auto racing",AV,True,False,True
23FY9sjfgM8_000117,people eating,AV,False,False,False
23HYypV2gcM_000590,"child speech, kid speaking",AV,False,False,False
23HYypV2gcM_000590,children shouting,AV,False,False,False
23HYypV2gcM_000590,splashing water,AV,False,False,False
23HYypV2gcM_000590,spraying water,AV,False,False,False
23iz1nJSRkE_000063,playing bass drum,A,True,True,False
23iz1nJSRkE_000063,playing snare drum,A,True,True,False
23iz1nJSRkE_000063,playing trombone,A,True,True,False
23iz1nJSRkE_000063,playing trumpet,A,True,True,False
23xC7lTBikU_000020,playing didgeridoo,AV,False,False,False
248HyeJgqyI_000021,horse neighing,AV,True,False,True
248HyeJgqyI_000021,"male speech, man speaking",AV,True,False,True
248HyeJgqyI_000021,playing drum kit,A,True,False,True
248HyeJgqyI_000021,playing electric guitar,A,True,False,True
24E8nk18LB0_000075,"male speech, man speaking",A,False,False,True
24j8o-CcP5E_000292,air conditioning noise,A,False,False,False
24tWz7gmngI_000030,typing on computer keyboard,AV,False,False,False
253aGgk7NSE_000010,playing trumpet,AV,False,False,False
25QsgUI0x8U_000020,orchestra,A,True,False,False
25QsgUI0x8U_000020,playing french horn,AV,True,False,False
25QsgUI0x8U_000020,"playing violin, fiddle",A,True,False,False
25ZuFwyx_bs_000030,"female speech, woman speaking",AV,False,False,False
25ZuFwyx_bs_000030,people running,AV,False,False,False
26OpBUZbdPw_000018,female singing,AV,True,False,False
26OpBUZbdPw_000018,male singing,AV,True,False,False
26OpBUZbdPw_000018,playing acoustic guitar,A,True,False,False
26OpBUZbdPw_000018,playing piano,A,True,False,False
26oZCMP4Kqo_000131,parrot talking,AV,False,False,False
27rw1ni1k0c_000001,"male speech, man speaking",A,False,False,False
27rw1ni1k0c_000001,people cheering,AV,False,False,False
27rw1ni1k0c_000001,people clapping,AV,False,False,False
27rw1ni1k0c_000001,people crowd,AV,False,False,False
27rw1ni1k0c_000001,people running,V,False,False,False
28StN9ykZ68_000094,beat boxing,V,True,True,True
